timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ,label
1797998,-0.98,-0.05,-0.22,1.71,2.44,-0.18,default
1798006,-0.98,-0.05,-0.22,1.77,2.38,-0.18,default
1798014,-0.98,-0.05,-0.22,1.89,2.26,-0.31,default
1798022,-0.98,-0.05,-0.22,1.53,2.14,-0.49,default
1798030,-0.98,-0.04,-0.22,1.34,2.50,-0.49,default
1798038,-0.98,-0.05,-0.22,1.34,2.38,-0.24,default
1798046,-0.98,-0.05,-0.22,1.22,2.75,0.12,default
1798054,-0.98,-0.05,-0.22,1.10,3.54,0.31,default
1798062,-0.98,-0.04,-0.22,1.34,3.54,0.49,default
1798070,-0.98,-0.04,-0.22,1.83,3.05,0.73,default
1798078,-0.98,-0.04,-0.22,2.32,2.69,1.28,default
1798086,-0.98,-0.04,-0.22,2.32,2.69,1.28,default
1798094,-0.98,-0.05,-0.22,2.69,1.89,0.55,default
1798102,-0.98,-0.05,-0.22,2.69,1.89,0.55,default
1798110,-0.98,-0.05,-0.22,2.62,2.08,0.61,default
1798118,-0.98,-0.04,-0.23,2.93,2.44,0.55,default
1798126,-0.98,-0.04,-0.23,3.11,3.42,0.67,default
1798134,-0.97,-0.05,-0.21,3.42,5.07,1.34,default
1798142,-0.97,-0.05,-0.21,3.17,5.00,1.59,default
1798150,-0.98,-0.05,-0.22,2.93,3.72,1.28,default
1798158,-0.98,-0.04,-0.21,2.69,3.30,1.34,default
1798166,-0.98,-0.05,-0.22,3.11,2.99,1.34,default
1798174,-0.98,-0.05,-0.22,3.11,2.99,1.34,default
1798182,-0.98,-0.05,-0.22,3.17,3.48,0.85,default
1798190,-0.98,-0.05,-0.22,3.17,3.48,0.85,default
1798198,-0.98,-0.05,-0.22,3.05,3.97,0.67,default
1798206,-0.98,-0.05,-0.21,2.87,4.27,0.49,default
1798214,-0.98,-0.05,-0.21,2.20,4.21,0.61,default
1798222,-0.98,-0.05,-0.21,1.65,3.78,0.73,default
1798230,-0.98,-0.05,-0.22,1.40,3.42,0.55,default
1798238,-0.98,-0.05,-0.21,1.40,3.54,0.49,default
1798246,-0.98,-0.05,-0.21,1.46,3.72,0.24,default
1798254,-0.98,-0.05,-0.21,1.71,3.23,0.12,default
1798262,-0.97,-0.05,-0.21,1.95,2.56,0.37,default
1798270,-0.97,-0.05,0.00,1.89,1.71,0.18,default
1798278,-0.98,-0.05,-0.21,2.08,1.59,0.43,default
1798286,-0.98,-0.05,-0.21,2.08,1.59,0.43,default
1798294,-0.98,-0.05,-0.22,2.50,1.71,0.37,default
1798302,-0.98,-0.05,-0.21,2.50,1.71,0.37,default
1798310,-0.98,-0.05,-0.22,2.56,2.38,-0.06,default
1798318,-0.98,-0.05,-0.22,2.87,2.75,-0.37,default
1798326,-0.98,-0.05,-0.21,2.56,3.60,-0.43,default
1798334,-0.97,-0.05,-0.20,3.30,3.66,-0.31,default
1798342,-0.98,-0.04,-0.22,3.78,2.32,0.06,default
1798350,-0.98,-0.05,-0.21,3.91,2.26,0.67,default
1798358,-0.98,-0.05,-0.21,4.33,2.56,0.73,default
1798366,-0.98,-0.05,-0.21,4.21,2.56,0.61,default
1798374,-0.98,-0.05,-0.21,3.85,2.56,0.67,default
1798382,-0.98,-0.05,-0.21,3.85,2.56,0.67,default
1798390,-0.98,-0.05,-0.21,3.72,3.05,0.61,default
1798398,-0.98,-0.05,-0.21,3.72,3.05,0.61,default
1798406,-0.97,-0.10,-0.15,4.09,3.30,0.73,default
1798414,-0.99,-0.02,-0.26,2.38,1.28,-0.73,default
1798422,-0.97,-0.04,-0.20,3.91,2.20,-1.34,default
1798430,-0.97,-0.06,-0.20,4.03,3.91,0.24,default
1798438,-0.98,-0.05,-0.20,3.78,2.81,0.43,default
1798446,-0.97,-0.05,-0.20,3.05,2.14,0.79,default
1798454,-0.97,-0.05,-0.20,2.99,1.10,0.92,halfshot
1798462,-0.97,-0.05,-0.20,2.99,0.06,1.04,halfshot
1798470,-0.97,-0.05,-0.20,3.05,-1.10,0.73,halfshot
1798478,-0.98,-0.05,-0.20,3.17,-2.14,0.73,halfshot
1798486,-0.97,-0.05,-0.20,3.17,-2.14,0.73,halfshot
1798494,-0.98,-0.05,-0.21,3.30,-3.05,0.67,halfshot
1798502,-0.98,-0.05,-0.21,3.48,-3.78,0.49,halfshot
1798510,-0.98,-0.06,-0.21,3.72,-4.03,0.24,halfshot
1798518,-0.98,-0.06,-0.22,3.72,-5.00,-0.79,halfshot
1798526,-0.98,-0.06,-0.21,3.54,-5.25,-1.65,halfshot
1798534,-0.97,-0.06,-0.21,3.30,-5.55,-2.26,halfshot
1798542,-0.99,-0.05,-0.22,3.60,-6.23,-2.20,halfshot
1798550,-0.99,-0.06,-0.23,2.93,-4.82,-0.79,halfshot
1798558,-0.97,-0.04,-0.21,2.44,-1.34,2.01,halfshot
1798566,-0.97,-0.04,-0.21,2.32,-2.44,0.61,halfshot
1798574,-0.98,-0.05,-0.23,1.16,-2.87,-0.43,halfshot
1798582,-0.98,-0.05,-0.23,1.16,-2.87,-0.43,halfshot
1798590,-0.99,-0.04,-0.22,-0.43,-2.87,-1.89,halfshot
1798598,-0.92,-0.08,-0.28,-0.43,-2.87,-1.89,halfshot
1798606,-0.93,-0.05,-0.22,-2.38,-10.86,-1.95,halfshot
1798614,-0.97,-0.06,-0.26,-5.25,-21.18,-4.39,halfshot
1798622,-0.97,-0.04,-0.28,-6.77,-30.70,-8.91,halfshot
1798630,-0.98,-0.05,-0.29,-8.12,-33.57,-11.54,halfshot
1798638,-1.01,-0.05,-0.29,-8.67,-30.09,-12.94,halfshot
1798646,-1.05,-0.06,-0.35,-8.18,-23.68,-12.63,halfshot
1798654,-1.06,-0.07,-0.34,-6.84,-16.66,-9.16,halfshot
1798662,-1.05,-0.06,-0.34,-7.32,-11.47,-2.69,halfshot
1798670,-1.05,-0.06,-0.34,-7.32,-11.47,-2.69,halfshot
1798678,-1.05,-0.05,-0.36,-6.41,-6.77,6.96,halfshot
1798686,-1.05,-0.07,-0.36,-6.41,-6.77,6.96,halfshot
1798694,-1.04,-0.07,-0.37,-6.29,-6.53,7.75,halfshot
1798702,-1.04,-0.07,-0.38,-6.35,-7.93,6.96,halfshot
1798710,-1.06,-0.08,-0.39,-6.29,-9.22,6.41,halfshot
1798718,-1.10,-0.14,-0.40,-5.55,-8.54,5.49,halfshot
1798726,-1.06,-0.11,-0.43,-7.45,-3.42,5.07,halfshot
1798734,-1.03,-0.12,-0.43,-9.46,1.28,4.15,halfshot
1798742,-1.01,-0.13,-0.43,-8.79,3.23,0.61,halfshot
1798750,-1.00,-0.13,-0.42,-8.18,4.03,-3.23,halfshot
1798758,-1.00,-0.13,-0.43,-7.75,3.78,-7.39,halfshot
1798766,-1.00,-0.13,-0.43,-7.81,2.93,-11.60,halfshot
1798774,-0.99,-0.16,-0.44,-9.46,1.89,-15.56,halfshot
1798782,-0.99,-0.16,-0.44,-9.46,1.89,-15.56,halfshot
1798790,-1.00,-0.19,-0.43,-12.27,0.98,-1.22,halfshot
1798798,-1.01,-0.18,-0.46,-16.30,-0.49,-15.26,halfshot
1798806,-1.00,-0.17,-0.45,-19.90,-2.44,-11.29,halfshot
1798814,-1.00,-0.18,-0.45,-24.11,-4.88,-5.19,halfshot
1798822,-1.01,-0.18,-0.45,-28.26,-8.97,-0.31,halfshot
1798830,-1.02,-0.18,-0.45,-32.23,-13.18,2.38,halfshot
1798838,-1.05,-0.18,-0.43,-36.56,-15.99,3.66,halfshot
1798846,-1.09,-0.16,-0.42,-40.95,-16.78,4.03,halfshot
1798854,-1.10,-0.14,-0.42,-45.04,-14.77,4.15,halfshot
1798862,-1.10,-0.14,0.00,-48.34,-11.72,4.58,halfshot
1798870,-1.10,-0.12,-0.45,-49.38,-8.48,5.43,halfshot
1798878,-1.10,-0.12,-0.45,-49.38,-8.48,5.43,halfshot
1798886,-1.09,-0.12,-0.45,-49.87,-6.47,7.81,halfshot
1798894,-1.11,-0.13,-0.44,-49.87,-6.47,7.81,halfshot
1798902,-1.12,-0.13,-0.44,-51.82,-5.55,6.04,halfshot
1798910,-1.12,-0.14,-0.44,-52.86,-3.42,3.11,halfshot
1798918,-1.10,-0.14,-0.43,-53.83,1.77,0.73,halfshot
1798926,-1.07,-0.14,-0.41,-54.93,7.20,-1.77,halfshot
1798934,-1.04,-0.12,-0.39,-55.18,10.93,-5.25,halfshot
1798942,-1.01,-0.11,-0.38,-55.36,13.31,-10.44,halfshot
1798950,-0.99,-0.10,-0.36,-55.30,13.49,-15.75,halfshot
1798958,-0.99,-0.09,-0.35,-55.18,12.02,-20.75,halfshot
1798966,-0.99,-0.09,-0.35,-55.18,12.02,-20.75,halfshot
1798974,-0.99,-0.09,-0.35,-56.52,10.07,-28.50,halfshot
1798982,-0.99,-0.07,-0.38,-56.52,10.07,-28.50,halfshot
1798990,-0.99,-0.08,-0.36,-56.34,11.29,-30.15,halfshot
1798998,-1.00,-0.07,-0.34,-56.88,12.94,-29.48,halfshot
1799006,-1.02,-0.06,-0.35,-57.56,12.94,-27.65,halfshot
1799014,-1.02,-0.05,-0.34,-58.84,12.51,-26.06,halfshot
1799022,-1.00,-0.04,-0.32,-60.30,11.17,-23.38,halfshot
1799030,-1.00,-0.03,-0.31,-61.04,7.39,-18.86,halfshot
1799038,-0.99,-0.01,-0.30,-61.77,2.69,-13.85,halfshot
1799046,-0.97,0.00,-0.28,-61.77,-0.79,-8.36,halfshot
1799054,-0.95,0.01,-0.28,-60.79,-4.03,-3.11,halfshot
1799062,-0.95,0.01,-0.28,-58.96,-6.77,-0.31,halfshot
1799070,-0.95,-0.00,-0.27,-58.29,-7.20,-1.04,halfshot
1799078,-0.94,-0.00,-0.27,-58.29,-7.20,-1.04,halfshot
1799086,-0.95,-0.01,-0.28,-58.29,-6.35,-6.47,halfshot
1799094,-0.95,-0.02,-0.29,-58.29,-6.35,-6.47,halfshot
1799102,-0.96,-0.04,-0.29,-58.47,-6.04,-9.83,halfshot
1799110,-0.96,-0.02,-0.30,-59.88,-6.71,-13.00,halfshot
1799118,-0.97,-0.00,-0.33,-61.95,-6.16,-14.16,halfshot
1799126,-1.00,-0.03,-0.32,-62.93,-4.52,-13.73,halfshot
1799134,-1.01,-0.03,-0.32,-64.94,-2.56,-13.43,halfshot
1799142,-0.98,-0.03,-0.30,-65.55,1.10,-13.18,halfshot
1799150,-0.92,-0.02,-0.28,-65.00,3.60,-11.90,halfshot
1799158,-0.92,-0.02,-0.28,-64.45,1.28,-10.68,halfshot
1799166,-0.88,0.00,-0.26,-63.90,-4.21,-10.25,halfshot
1799174,-0.88,0.00,-0.26,-63.90,-4.21,-10.25,halfshot
1799182,-0.87,-0.01,-0.26,-62.13,-15.26,-14.16,halfshot
1799190,-0.87,-0.01,-0.25,-62.13,-15.26,-14.16,halfshot
1799198,-0.88,-0.02,-0.25,-60.55,-19.65,-17.21,halfshot
1799206,-0.92,-0.04,-0.26,-60.61,-23.25,-21.30,halfshot
1799214,-0.96,-0.03,-0.29,-60.06,-22.64,-26.43,halfshot
1799222,-0.98,-0.04,-0.29,-59.75,-17.33,-30.64,halfshot
1799230,-0.98,-0.02,-0.28,-59.94,-9.52,-33.08,halfshot
1799238,-0.96,-0.00,-0.25,-59.02,-1.95,-33.87,halfshot
1799246,-0.89,0.04,-0.23,-57.98,2.56,-31.86,halfshot
1799254,-0.86,0.05,-0.21,-55.30,1.71,-27.34,halfshot
1799262,-0.86,0.05,-0.21,-52.61,-2.38,-24.11,halfshot
1799270,-0.87,0.03,-0.21,-50.29,-5.80,-24.11,halfshot
1799278,-0.88,0.02,-0.23,-50.29,-5.80,-24.11,halfshot
1799286,-0.90,-0.02,-0.25,-48.28,-6.41,-26.31,halfshot
1799294,-0.92,-0.03,-0.25,-47.18,-4.39,-30.64,halfshot
1799302,-0.93,-0.05,-0.24,-47.55,-0.73,-35.46,halfshot
1799310,-0.91,-0.03,-0.24,-49.32,2.75,-38.21,halfshot
1799318,-0.89,-0.02,-0.23,-51.27,4.76,-37.05,halfshot
1799326,-0.89,-0.01,-0.22,-53.47,4.70,-33.02,halfshot
1799334,-0.91,-0.00,-0.21,-55.18,2.99,-29.24,halfshot
1799342,-0.92,0.00,-0.19,-55.66,2.69,-26.55,halfshot
1799350,-0.92,0.00,-0.18,-54.69,4.46,-25.02,halfshot
1799358,-0.92,0.00,-0.18,-52.43,7.75,-25.70,halfshot
1799366,-0.95,-0.00,-0.19,-50.54,13.92,-28.14,halfshot
1799374,-0.95,-0.00,-0.19,-50.54,13.92,-28.14,halfshot
1799382,-0.90,0.00,-0.19,-48.95,21.18,-29.79,halfshot
1799390,-0.88,-0.00,-0.19,-48.95,21.18,-29.79,halfshot
1799398,-0.87,-0.00,-0.20,-49.80,28.99,-28.93,halfshot
1799406,-0.85,0.01,-0.21,-51.51,27.71,-28.20,halfshot
1799414,-0.85,0.03,-0.20,-52.49,24.29,-27.16,halfshot
1799422,-0.87,0.04,-0.19,-52.86,19.41,-25.76,halfshot
1799430,-0.90,0.04,-0.20,-53.04,14.65,-25.70,halfshot
1799438,-0.93,0.05,-0.19,-52.31,11.84,-26.25,halfshot
1799446,-0.92,0.06,-0.20,-51.88,11.47,-26.73,halfshot
1799454,-0.90,0.07,-0.20,-51.21,11.41,-25.02,halfshot
1799462,-0.90,0.07,-0.20,-51.21,11.41,-25.02,halfshot
1799470,-0.90,0.08,-0.19,-48.28,5.07,-21.00,halfshot
1799478,-0.92,0.10,-0.20,0.00,0.00,0.00,halfshot
1799486,-0.95,0.10,-0.20,-45.17,0.98,-21.73,halfshot
1799494,-1.00,0.10,-0.19,-41.56,0.06,-24.72,halfshot
1799502,-1.00,0.11,-0.17,-37.54,3.72,-28.02,halfshot
1799510,-1.00,0.11,-0.17,-33.39,9.34,-28.26,halfshot
1799518,-0.98,0.11,-0.16,-30.15,15.14,-26.43,halfshot
1799526,-0.97,0.11,-0.15,-27.59,19.71,-24.54,halfshot
1799534,-0.95,0.11,-0.14,-24.90,21.30,-22.77,halfshot
1799542,-0.94,0.12,-0.13,-22.16,20.57,-21.06,halfshot
1799550,-0.94,0.12,-0.12,-19.53,17.88,-19.10,halfshot
1799558,-0.94,0.12,-0.12,-17.09,15.44,-17.21,halfshot
1799566,-0.95,0.12,-0.12,-14.71,15.87,-15.87,halfshot
1799574,-0.94,0.12,-0.12,-14.71,15.87,-15.87,halfshot
1799582,-0.93,0.11,-0.10,-11.72,18.19,-15.38,halfshot
1799590,-0.92,0.12,-0.11,-9.09,19.90,-15.63,halfshot
1799598,-0.92,0.11,-0.11,-6.47,20.45,-16.05,halfshot
1799606,-0.93,0.11,-0.10,-3.66,21.24,-16.60,halfshot
1799614,-0.93,0.11,-0.10,-1.77,21.97,-16.42,halfshot
1799622,-0.93,0.10,-0.11,-0.43,22.46,-15.14,halfshot
1799630,-0.91,0.10,-0.11,0.67,22.71,-13.31,halfshot
1799638,-0.90,0.10,-0.10,1.83,21.55,-11.84,halfshot
1799646,-0.90,0.10,-0.10,2.38,19.47,-11.23,halfshot
1799654,-0.90,0.10,-0.10,2.44,17.58,-11.66,halfshot
1799662,-0.91,0.09,-0.10,2.50,16.42,-12.39,halfshot
1799670,-0.91,0.09,-0.10,2.50,16.42,-12.39,halfshot
1799678,-0.93,0.08,-0.10,2.08,14.16,-10.99,halfshot
1799686,-0.93,0.09,-0.10,2.08,14.16,-10.99,halfshot
1799694,-0.94,0.09,-0.10,0.61,11.72,-8.97,halfshot
1799702,-0.96,0.09,-0.12,0.79,9.16,-7.20,halfshot
1799710,-0.97,0.09,-0.12,1.34,8.61,-6.10,halfshot
1799718,-0.97,0.09,-0.12,1.89,9.22,-4.94,halfshot
1799726,-0.95,0.09,-0.12,2.32,10.62,-3.66,halfshot
1799734,-0.93,0.09,-0.12,2.56,11.29,-2.01,halfshot
1799742,-0.93,0.09,-0.10,3.36,10.56,-1.16,halfshot
1799750,-0.93,0.10,-0.09,4.70,10.19,-2.14,halfshot
1799758,-0.93,0.10,-0.09,4.70,10.19,-2.14,halfshot
1799766,-0.94,0.10,-0.07,9.03,12.45,-4.58,halfshot
1799774,-0.96,0.11,-0.05,9.03,12.45,-4.58,halfshot
1799782,-0.97,0.12,-0.04,11.41,14.47,-5.68,halfshot
1799790,-0.97,0.13,-0.04,13.98,16.60,-5.43,halfshot
1799798,-0.98,0.13,-0.06,16.30,18.68,-4.15,halfshot
1799806,-0.97,0.11,-0.08,18.62,21.61,-3.54,halfshot
1799814,-0.97,0.08,-0.11,20.57,23.62,-3.23,halfshot
1799822,-0.95,0.06,-0.13,20.75,24.54,-3.85,halfshot
1799830,-0.93,0.05,-0.15,19.71,23.44,-3.91,halfshot
1799838,-0.94,0.04,-0.15,17.52,20.26,-3.17,halfshot
1799846,-0.94,0.04,-0.15,14.34,15.69,-2.01,halfshot
1799854,-0.94,0.04,-0.15,11.17,11.41,-1.16,halfshot
1799862,-0.95,0.04,-0.11,9.09,8.48,-0.61,halfshot
1799870,-0.97,0.05,-0.12,9.09,8.48,-0.61,halfshot
1799878,-0.98,0.07,-0.11,8.06,6.84,-0.79,halfshot
1799886,-0.99,0.07,-0.10,8.06,6.84,-0.79,halfshot
1799894,-1.00,0.07,-0.10,8.06,5.19,-0.61,halfshot
1799902,-1.02,0.07,-0.11,8.73,5.07,-0.24,halfshot
1799910,-1.03,0.07,-0.11,9.64,6.65,-0.06,halfshot
1799918,-1.03,0.07,-0.12,10.19,8.97,0.00,halfshot
1799926,-1.03,0.07,-0.11,10.80,11.29,0.24,halfshot
1799934,-1.02,0.06,-0.10,10.68,13.67,0.37,halfshot
1799942,-1.02,0.06,-0.10,10.56,15.81,0.73,halfshot
1799950,-1.02,0.06,-0.10,10.50,17.46,0.43,halfshot
1799958,-0.97,0.06,-0.09,10.44,18.49,0.12,halfshot
1799966,-0.97,0.06,-0.09,10.44,18.49,0.12,halfshot
1799974,-0.99,0.06,-0.09,10.25,17.33,-0.49,halfshot
1799982,-1.00,0.06,-0.09,10.25,17.33,-0.49,halfshot
1799990,-1.01,0.06,-0.09,9.46,16.78,-0.43,halfshot
1799998,-1.01,0.07,-0.08,9.22,17.09,-0.37,halfshot
1800006,-1.01,0.08,-0.08,9.34,17.76,-0.24,halfshot
1800014,-1.01,0.08,-0.08,9.64,18.49,0.06,halfshot
1800022,-1.01,0.08,-0.07,10.38,18.98,-0.55,halfshot
1800030,-1.02,0.08,-0.07,11.05,19.41,-1.53,halfshot
1800038,-1.04,0.08,-0.07,11.47,20.45,-2.08,halfshot
1800046,-1.04,0.07,-0.07,11.72,22.64,-2.08,halfshot
1800054,-1.04,0.07,-0.07,11.66,25.82,-1.89,halfshot
1800062,-1.04,0.07,-0.07,11.60,28.75,-2.01,halfshot
1800070,-1.03,0.08,-0.06,11.60,28.75,-2.01,halfshot
1800078,-1.03,0.08,-0.05,11.90,31.19,-2.01,halfshot
1800086,-1.03,0.08,-0.04,12.70,33.81,-2.08,halfshot
1800094,-1.02,0.08,-0.04,13.24,36.44,-3.05,halfshot
1800102,-1.01,0.08,-0.03,13.24,37.72,-3.78,halfshot
1800110,-1.01,0.07,-0.03,12.82,37.90,-3.11,halfshot
1800118,-1.03,0.05,-0.03,11.47,38.27,-1.65,halfshot
1800126,-1.04,0.05,-0.03,10.13,39.73,-1.10,halfshot
1800134,-1.03,0.05,-0.01,9.40,43.09,-1.46,halfshot
1800142,-1.01,0.07,0.00,8.79,46.69,-1.22,halfshot
1800150,-1.01,0.07,0.00,8.54,48.71,0.00,halfshot
1800158,-1.00,0.09,0.03,9.09,49.56,0.79,halfshot
1800166,-1.00,0.09,0.03,9.09,49.56,0.79,halfshot
1800174,-1.00,0.10,0.04,10.44,49.74,0.00,halfshot
1800182,-1.00,0.11,0.04,10.44,49.74,0.00,halfshot
1800190,-1.00,0.10,0.05,13.31,48.52,-0.31,halfshot
1800198,-1.02,0.08,0.04,14.28,47.00,-1.10,halfshot
1800206,-1.03,0.07,0.05,15.01,47.49,-1.59,halfshot
1800214,-1.05,0.08,0.06,15.01,49.93,-1.40,halfshot
1800222,-1.06,0.07,0.07,15.01,53.41,-1.10,halfshot
1800230,-1.06,0.07,0.08,15.38,58.96,-1.16,halfshot
1800238,-1.04,0.09,0.09,15.50,64.70,-1.34,halfshot
1800246,-1.01,0.10,0.11,15.50,68.54,-0.85,halfshot
1800254,-1.01,0.10,0.11,15.50,68.54,-0.85,halfshot
1800262,-0.97,0.11,0.11,17.94,64.39,0.79,halfshot
1800270,-0.97,0.10,0.12,17.94,64.39,0.79,halfshot
1800278,-0.98,0.08,0.14,19.29,62.44,0.12,halfshot
1800286,-0.99,0.06,0.14,20.20,62.50,-2.81,halfshot
1800294,-1.00,0.06,0.16,21.06,63.66,-5.68,halfshot
1800302,-1.00,0.06,0.17,20.87,64.76,-7.69,halfshot
1800310,-1.00,0.06,0.17,19.41,65.06,-8.24,halfshot
1800318,-0.98,0.06,0.19,18.43,66.22,-7.75,halfshot
1800326,-0.98,0.06,0.20,17.40,65.98,-6.16,halfshot
1800334,-0.96,0.06,0.22,16.24,65.00,-4.70,halfshot
1800342,-0.95,0.07,0.22,15.44,64.70,-3.36,halfshot
1800350,-0.95,0.07,0.22,14.95,64.70,-2.56,halfshot
1800358,-0.93,0.07,0.23,14.89,63.35,-2.69,halfshot
1800366,-0.91,0.07,0.24,14.89,63.35,-2.69,halfshot
1800374,-0.91,0.07,0.25,15.38,59.02,-2.69,halfshot
1800382,-0.93,0.07,0.26,15.26,53.65,-2.50,halfshot
1800390,-0.95,0.06,0.28,14.71,50.42,-2.87,halfshot
1800398,-0.96,0.06,0.28,13.49,50.05,-2.93,halfshot
1800406,-0.96,0.06,0.30,12.21,50.66,-2.32,halfshot
1800414,-0.96,0.06,0.29,10.50,51.76,-1.95,halfshot
1800422,-0.94,0.07,0.29,9.83,52.73,-1.22,halfshot
1800430,-0.93,0.08,0.30,9.89,52.92,-0.73,halfshot
1800438,-0.93,0.08,0.31,10.68,51.94,-0.98,halfshot
1800446,-0.93,0.08,0.31,11.72,51.03,-2.20,halfshot
1800454,-0.91,0.08,0.33,12.82,49.19,-3.05,halfshot
1800462,-0.91,0.08,0.33,12.82,49.19,-3.05,halfshot
1800470,-0.92,0.08,0.34,13.67,46.14,-6.04,halfshot
1800478,-0.91,0.08,0.34,13.67,46.14,-6.04,halfshot
1800486,-0.91,0.07,0.35,14.83,45.10,-6.29,halfshot
1800494,-0.91,0.07,0.36,14.65,43.82,-5.31,halfshot
1800502,-0.89,0.06,0.38,13.55,42.18,-4.09,halfshot
1800510,-0.90,0.05,0.38,11.90,38.02,-2.81,halfshot
1800518,-0.92,0.05,0.38,10.38,35.34,-2.20,halfshot
1800526,-0.90,0.06,0.38,8.79,35.40,-2.20,halfshot
1800534,-0.88,0.06,0.39,7.69,35.71,-1.59,halfshot
1800542,-0.86,0.07,0.40,7.75,34.18,-0.55,halfshot
1800550,-0.86,0.07,0.40,7.75,34.18,-0.55,halfshot
1800558,-0.85,0.07,0.41,7.45,25.94,0.55,halfshot
1800566,-0.85,0.06,0.41,7.45,25.94,0.55,halfshot
1800574,-0.87,0.05,0.41,6.96,23.13,0.18,halfshot
1800582,-0.89,0.05,0.41,5.80,20.81,-0.85,halfshot
1800590,-0.90,0.05,0.41,4.46,19.23,-1.71,halfshot
1800598,-0.90,0.06,0.42,2.99,18.43,-1.40,halfshot
1800606,-0.91,0.06,0.42,1.77,18.25,0.00,halfshot
1800614,-0.89,0.08,0.43,0.92,18.98,0.98,halfshot
1800622,-0.87,0.09,0.43,1.04,19.10,1.28,halfshot
1800630,-0.87,0.09,0.44,1.89,16.78,1.10,halfshot
1800638,-0.89,0.08,0.44,2.32,13.61,0.06,halfshot
1800646,-0.89,0.08,0.44,2.26,12.39,-0.73,halfshot
1800654,-0.89,0.08,0.44,2.20,12.45,-0.73,halfshot
1800662,-0.89,0.08,0.44,2.20,12.45,-0.73,halfshot
1800670,-0.88,0.08,0.44,2.26,11.54,0.00,halfshot
1800678,-0.88,0.08,0.44,2.26,11.54,0.00,halfshot
1800686,-0.89,0.07,0.44,2.44,9.03,0.31,halfshot
1800694,-0.89,0.07,0.45,2.44,9.77,-0.37,halfshot
1800702,-0.89,0.07,0.45,2.38,10.74,-1.40,halfshot
1800710,-0.88,0.08,0.46,2.38,10.50,-2.20,halfshot
1800718,-0.88,0.08,0.46,2.69,9.83,-2.14,halfshot
1800726,-0.88,0.07,0.46,2.93,9.40,-1.34,halfshot
1800734,-0.88,0.07,0.46,3.05,9.03,-0.67,halfshot
1800742,-0.88,0.07,0.46,3.42,8.61,-0.61,halfshot
1800750,-0.88,0.06,0.45,3.42,7.57,-0.43,halfshot
1800758,-0.88,0.06,0.45,3.42,7.57,-0.43,halfshot
1800766,-0.89,0.06,0.45,3.36,5.74,-0.06,halfshot
1800774,-0.90,0.06,0.45,3.36,5.74,-0.06,halfshot
1800782,-0.89,0.06,0.45,2.44,5.92,0.24,halfshot
1800790,-0.88,0.07,0.45,1.83,5.74,0.55,halfshot
1800798,-0.87,0.08,0.45,1.46,4.64,0.98,halfshot
1800806,-0.87,0.08,0.45,1.65,2.87,1.46,halfshot
1800814,-0.88,0.07,0.46,1.89,1.53,1.28,halfshot
1800822,-0.88,0.08,0.46,2.08,0.61,0.55,halfshot
1800830,-0.87,0.08,0.46,2.32,-0.61,0.31,halfshot
1800838,-0.87,0.08,0.45,2.38,-1.83,0.85,halfshot
1800846,-0.87,0.08,0.45,2.56,-2.75,1.46,halfshot
1800854,-0.87,0.07,0.45,2.38,-3.42,1.53,halfshot
1800862,-0.87,0.07,0.45,2.38,-3.42,1.53,halfshot
1800870,-0.85,0.08,0.45,2.08,-4.15,1.10,halfshot
1800878,-0.84,0.08,0.45,2.20,-5.43,0.98,halfshot
1800886,-0.84,0.07,0.44,2.20,-8.24,1.46,halfshot
1800894,-0.85,0.07,0.44,2.32,-11.35,1.28,halfshot
1800902,-0.86,0.07,0.44,1.89,-14.22,1.04,halfshot
1800910,-0.88,0.07,0.44,1.28,-16.85,0.98,halfshot
1800918,-0.90,0.07,0.44,0.55,-18.19,0.92,halfshot
1800926,-0.89,0.08,0.44,0.43,-18.01,1.77,halfshot
1800934,-0.87,0.08,0.44,1.16,-18.31,3.36,halfshot
1800942,-0.87,0.08,0.44,2.08,-20.02,4.76,halfshot
1800950,-0.86,0.04,0.41,2.81,-23.13,5.37,halfshot
1800958,-0.86,0.04,0.41,2.81,-23.13,5.37,halfshot
1800966,-0.85,0.05,0.40,3.11,-26.73,5.37,halfshot
1800974,-0.86,0.03,0.38,3.11,-26.73,5.37,halfshot
1800982,-0.87,0.03,0.37,1.10,-36.13,4.82,halfshot
1800990,-0.90,0.03,0.37,-0.37,-41.20,4.46,halfshot
1800998,-0.91,0.04,0.38,-2.08,-44.43,4.70,halfshot
1801006,-0.91,0.04,0.38,-3.17,-45.10,5.00,halfshot
1801014,-0.91,0.05,0.39,-3.72,-45.04,4.82,halfshot
1801022,-0.90,0.06,0.39,-3.66,-44.37,4.21,halfshot
1801030,-0.90,0.07,0.37,-3.05,-44.25,3.66,halfshot
1801038,-0.91,0.06,0.35,-2.44,-44.62,3.17,halfshot
1801046,-0.91,0.06,0.35,-2.44,-44.62,3.17,halfshot
1801054,-0.91,0.06,0.34,-2.01,-47.97,1.65,halfshot
1801062,-0.91,0.06,0.33,0.00,0.00,0.00,halfshot
1801070,-0.92,0.06,0.32,-2.56,-51.70,1.40,halfshot
1801078,-0.94,0.06,0.32,-3.97,-55.60,1.71,halfshot
1801086,-0.95,0.06,0.31,-5.13,-57.68,1.89,halfshot
1801094,-0.94,0.07,0.30,-5.49,-57.74,2.32,halfshot
