timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ,label
1760076,-0.99,-0.05,-0.19,-0.37,5.13,0.24,default
1760084,-0.98,-0.05,-0.18,-0.49,5.49,0.24,default
1760092,-0.98,-0.05,-0.18,-1.22,5.80,0.00,default
1760100,-0.98,-0.05,-0.18,-1.34,5.62,-0.12,default
1760108,-0.99,-0.05,-0.18,-1.40,5.00,-0.61,default
1760116,-0.98,-0.05,-0.18,-1.71,4.52,-1.22,default
1760124,-0.98,-0.05,-0.18,-1.71,4.52,-1.22,default
1760132,-0.98,-0.05,-0.18,-1.65,3.54,-2.38,default
1760140,-0.99,-0.05,-0.18,-1.65,3.54,-2.38,default
1760148,-0.99,-0.05,-0.19,-1.89,3.85,-3.23,default
1760156,-0.99,-0.05,-0.18,-2.26,4.03,-3.78,default
1760164,-0.99,-0.05,-0.18,-2.81,4.58,-4.09,default
1760172,-0.99,-0.04,-0.18,-3.36,5.31,-4.33,default
1760180,-0.99,-0.04,-0.18,-3.42,5.86,-4.09,default
1760188,-0.99,-0.04,-0.18,-3.54,6.35,-3.91,default
1760196,-0.99,-0.04,-0.18,-3.36,6.84,-4.03,default
1760204,-0.99,-0.05,-0.17,-3.23,6.65,-4.39,default
1760212,-0.99,-0.05,-0.18,-3.05,6.65,-5.13,default
1760220,-0.99,-0.05,-0.18,-3.30,7.69,-6.16,default
1760228,-1.00,-0.05,-0.18,-3.60,9.77,-6.96,default
1760236,-1.00,-0.05,-0.18,-3.60,9.77,-6.96,default
1760244,-1.00,-0.04,-0.17,-4.58,12.15,-6.71,default
1760252,-1.00,-0.06,-0.17,-5.62,15.08,-5.25,default
1760260,-1.00,-0.07,-0.16,-6.29,18.25,-4.21,default
1760268,-1.00,-0.04,-0.16,-7.87,21.24,-3.85,default
1760276,-1.00,-0.02,-0.16,-9.16,23.32,-4.52,default
1760284,-0.98,-0.01,-0.15,-9.40,24.66,-5.19,default
1760292,-0.97,-0.00,-0.14,-8.18,23.68,-5.00,default
1760300,-0.97,-0.01,-0.13,-5.13,20.51,-3.91,default
1760308,-0.95,-0.00,-0.13,-2.38,16.54,-3.78,default
1760316,-0.95,-0.00,-0.13,-0.92,9.89,-3.11,default
1760324,-0.97,-0.04,-0.13,0.73,5.25,-1.53,default
1760332,-0.97,-0.04,-0.13,0.73,5.25,-1.53,default
1760340,-1.00,-0.04,-0.14,1.22,5.13,-1.46,default
1760348,-1.00,-0.04,-0.15,1.22,5.13,-1.46,default
1760356,-1.00,-0.04,-0.15,-0.31,7.14,-2.56,default
1760364,-0.97,-0.03,-0.12,-1.22,8.97,-3.60,default
1760372,-0.98,-0.01,-0.14,-1.28,6.35,-3.85,default
1760380,-0.99,-0.02,-0.14,-0.92,4.09,-3.23,default
1760388,-0.99,-0.03,-0.13,-1.10,3.54,-2.87,default
1760396,-0.99,-0.03,-0.13,-1.28,2.87,-2.08,default
1760404,-0.99,-0.03,-0.14,-0.92,2.01,-1.04,default
1760412,-1.00,-0.04,-0.14,-0.79,1.59,-0.43,default
1760420,-1.00,-0.04,-0.14,-0.79,1.59,-0.43,default
1760428,-0.99,-0.04,-0.14,-0.98,1.95,0.00,default
1760436,-0.99,-0.05,-0.15,-0.98,1.95,0.00,default
1760444,-1.00,-0.05,-0.15,-1.28,1.95,0.12,default
1760452,-1.00,-0.05,-0.14,-2.01,1.89,-0.92,default
1760460,-1.00,-0.03,-0.14,-2.56,2.75,-2.99,default
1760468,-0.99,-0.03,-0.13,-1.89,3.11,-4.33,default
1760476,-0.98,-0.02,-0.12,-1.95,3.30,-4.21,default
1760484,-0.98,0.01,-0.12,-2.26,2.20,-2.26,default
1760492,-0.97,0.01,-0.12,-2.01,0.31,0.31,default
1760500,-1.06,-0.00,-0.10,-0.55,-1.46,3.91,default
1760508,-0.97,-0.04,-0.12,-1.40,0.24,2.44,default
1760516,-0.97,-0.04,-0.12,-3.97,-2.14,1.04,default
1760524,-0.98,0.01,-0.15,-1.65,-2.26,3.30,default
1760532,-1.00,0.02,-0.13,-1.65,-2.26,3.30,default
1760540,-0.99,-0.02,-0.16,1.10,-3.17,4.27,default
1760548,-1.01,-0.05,-0.13,1.10,-3.17,4.27,default
1760556,-1.01,-0.04,-0.13,0.67,-1.95,1.71,default
1760564,-1.01,-0.03,-0.15,0.85,0.73,0.12,default
1760572,-0.97,-0.02,-0.18,0.79,1.95,-0.49,default
1760580,-0.97,-0.02,-0.15,0.37,-0.12,0.12,default
1760588,-0.99,-0.02,-0.14,0.67,-3.11,0.98,default
1760596,-1.00,-0.03,-0.15,1.22,-3.54,1.65,default
1760604,-1.00,-0.03,-0.15,1.53,-2.87,1.71,default
1760612,-1.00,-0.03,-0.15,1.28,-2.38,1.34,default
1760620,-1.00,-0.03,-0.15,0.98,-1.59,0.85,default
1760628,-1.00,-0.03,-0.15,0.98,-1.59,0.85,default
1760636,-0.99,-0.03,-0.14,0.98,-0.49,0.43,default
1760644,-0.99,-0.03,-0.14,0.98,-0.49,0.43,default
1760652,-0.99,-0.03,-0.14,0.98,-1.10,0.67,default
1760660,-0.99,-0.03,-0.15,1.40,-1.53,0.92,default
1760668,-0.99,-0.03,-0.15,1.71,-1.10,0.79,default
1760676,-1.00,-0.03,-0.15,1.53,-0.67,0.49,default
1760684,-0.99,-0.03,-0.15,1.34,-0.06,0.37,default
1760692,-0.99,-0.03,-0.15,1.22,0.37,0.12,default
1760700,-0.99,-0.03,-0.14,1.34,0.61,0.00,default
1760708,-0.99,-0.03,-0.14,1.77,0.37,0.24,default
1760716,-0.99,-0.03,-0.14,2.75,-0.12,0.49,default
1760724,-0.99,-0.03,-0.15,2.99,0.06,0.37,default
1760732,-0.99,-0.03,-0.15,2.99,0.06,0.37,default
1760740,-0.99,-0.03,-0.15,3.17,0.67,0.18,default
1760748,-0.99,-0.03,-0.14,3.36,0.79,0.37,default
1760756,-0.99,-0.03,-0.14,3.54,0.67,0.49,default
1760764,-0.99,-0.03,-0.14,3.72,0.00,0.92,default
1760772,-1.00,-0.04,-0.15,3.85,-0.43,1.04,default
1760780,-0.99,-0.04,-0.15,3.17,0.24,0.73,default
1760788,-0.99,-0.04,-0.14,2.44,0.98,0.43,default
1760796,-0.99,-0.03,-0.15,2.14,0.79,0.12,default
1760804,-0.99,-0.03,-0.15,1.95,1.10,-0.12,default
1760812,-0.99,-0.03,-0.15,1.04,0.92,-0.37,default
1760820,-0.99,-0.03,-0.15,1.22,1.16,-0.37,default
1760828,-0.99,-0.03,-0.15,1.22,1.16,-0.37,default
1760836,-0.99,-0.03,-0.14,1.34,0.61,-0.24,default
1760844,-0.99,-0.03,-0.14,1.34,0.61,-0.24,default
1760852,-0.99,-0.02,-0.14,1.22,0.06,0.06,default
1760860,-1.00,-0.04,-0.15,1.40,0.55,0.43,default
1760868,-1.00,-0.04,-0.15,1.16,1.65,0.00,default
1760876,-1.00,-0.04,-0.15,0.73,2.87,-0.61,default
1760884,-0.98,-0.04,-0.15,0.61,3.78,-1.34,default
1760892,-0.98,-0.03,-0.15,0.67,3.36,-1.22,default
1760900,-0.99,-0.03,-0.14,1.04,2.50,-0.73,default
1760908,-1.00,-0.02,-0.13,1.34,2.01,-0.73,default
1760916,-1.00,-0.02,-0.13,1.34,2.01,-0.73,default
1760924,-0.99,-0.01,-0.12,2.62,2.14,-0.92,default
1760932,-1.00,-0.01,-0.13,2.62,2.14,-0.92,default
1760940,-0.98,-0.04,-0.16,3.91,2.26,-0.06,default
1760948,-0.98,-0.06,-0.16,3.91,1.40,0.55,default
1760956,-0.99,-0.04,-0.17,2.81,-0.06,0.55,default
1760964,-0.99,-0.04,-0.16,1.89,-0.49,0.49,default
1760972,-1.00,-0.04,-0.16,1.16,-0.31,0.18,default
1760980,-0.99,-0.03,-0.15,0.61,0.55,-0.12,default
1760988,-0.99,-0.03,-0.15,0.61,0.92,-0.24,default
1760996,-0.99,-0.03,-0.15,0.67,1.04,-0.06,default
1761004,-0.99,-0.03,-0.15,0.61,1.34,-0.18,default
1761012,-0.99,-0.03,-0.15,0.55,1.46,-0.24,default
1761020,-0.99,-0.03,-0.15,0.67,1.59,-0.31,default
1761028,-0.99,-0.03,-0.15,0.67,1.59,-0.31,default
1761036,-0.99,-0.03,-0.15,0.61,1.53,-0.49,default
1761044,-0.99,-0.03,-0.15,0.73,2.14,-0.55,default
1761052,-0.99,-0.03,-0.15,0.92,2.26,-0.37,default
1761060,-0.99,-0.03,-0.15,1.59,2.20,-0.24,default
1761068,-0.99,-0.03,-0.15,1.71,2.38,-0.37,default
1761076,-0.99,-0.03,-0.15,1.65,2.50,-0.49,default
1761084,-0.99,-0.03,-0.15,1.77,2.75,-0.43,default
1761092,-0.99,-0.03,-0.15,1.71,2.62,-0.31,default
1761100,-0.99,-0.03,-0.15,1.59,2.75,-0.43,default
1761108,-0.99,-0.03,-0.15,1.89,2.87,-0.49,default
1761116,-0.99,-0.03,-0.14,1.95,2.69,-0.55,default
1761124,-0.99,-0.03,-0.14,1.95,2.69,-0.55,default
1761132,-0.99,-0.03,-0.14,1.71,2.44,-0.37,default
1761140,-0.99,-0.03,-0.14,1.71,2.44,-0.37,default
1761148,-0.99,-0.03,-0.14,1.65,2.01,0.00,default
1761156,-0.99,-0.03,-0.15,2.01,1.28,0.24,default
1761164,-1.00,-0.03,-0.15,2.38,1.53,0.31,default
1761172,-0.99,-0.03,-0.15,2.38,2.26,0.06,default
1761180,-0.99,-0.03,-0.14,2.50,2.81,-0.24,default
1761188,-0.99,-0.03,-0.14,2.32,2.56,-0.24,default
1761196,-0.99,-0.03,-0.14,2.14,2.14,-0.06,default
1761204,-0.99,-0.03,-0.14,2.20,1.59,-0.06,default
1761212,-0.99,-0.03,-0.14,2.20,1.59,-0.06,default
1761220,-0.99,-0.03,-0.14,2.26,1.34,0.06,default
1761228,-0.99,-0.03,-0.14,2.26,1.34,0.06,default
1761236,-0.99,-0.03,-0.15,2.20,1.34,0.12,default
1761244,-1.00,-0.03,-0.15,1.95,1.89,-0.12,default
1761252,-0.99,-0.03,-0.14,1.83,3.05,-0.31,default
1761260,-0.99,-0.04,-0.15,1.53,3.36,-0.37,default
1761268,-0.99,-0.02,-0.16,0.31,3.23,-0.61,default
1761276,-0.99,-0.03,-0.14,-0.24,2.93,-0.85,default
1761284,-0.99,-0.02,-0.14,0.00,2.81,-0.67,default
1761292,-0.99,-0.03,-0.14,0.55,2.20,-0.24,default
1761300,-0.99,-0.03,-0.14,1.10,1.89,0.00,default
1761308,-0.99,-0.03,-0.14,1.65,1.89,-0.18,default
1761316,-0.99,-0.03,-0.15,2.01,2.08,-0.12,default
1761324,-0.99,-0.03,-0.15,2.01,2.08,-0.12,default
1761332,-0.99,-0.03,-0.14,1.89,2.32,-0.06,default
1761340,-0.99,-0.03,-0.14,1.89,2.32,-0.06,default
1761348,-0.99,-0.03,-0.14,1.53,2.50,-0.06,default
1761356,-0.99,-0.03,-0.14,1.95,2.69,-0.24,default
1761364,-0.99,-0.03,-0.14,1.95,2.99,-0.18,default
1761372,-0.99,-0.04,-0.14,1.53,2.99,-0.31,default
1761380,-1.00,-0.04,-0.15,0.55,2.93,-0.31,default
1761388,-0.99,-0.03,-0.14,-0.79,3.23,-0.92,default
1761396,-0.99,-0.03,-0.13,-1.28,3.54,-0.98,default
1761404,-0.99,-0.03,-0.13,-0.73,3.36,-0.79,default
1761412,-0.99,-0.03,-0.14,-0.12,3.66,-0.98,default
1761420,-0.99,-0.03,-0.14,-0.12,3.66,-0.98,default
1761428,-0.99,-0.03,-0.14,0.12,4.39,-1.04,default
1761436,-0.99,-0.03,-0.14,0.12,4.39,-1.04,default
1761444,-0.99,-0.03,-0.13,0.79,4.21,-1.04,default
1761452,-0.99,-0.03,-0.14,1.40,4.15,-0.73,default
1761460,-0.99,-0.04,-0.14,1.59,4.09,-0.61,default
1761468,-0.99,-0.03,-0.13,1.34,4.52,-0.92,default
1761476,-1.00,-0.02,-0.14,1.65,4.70,-1.04,default
1761484,-1.00,-0.03,-0.14,2.87,5.68,-0.85,default
1761492,-0.98,-0.01,-0.13,2.81,6.53,-0.92,default
1761500,-0.99,-0.02,-0.13,2.62,5.00,0.24,default
1761508,-0.99,-0.02,-0.13,2.81,4.58,0.31,default
1761516,-1.00,-0.03,-0.13,2.62,4.70,0.12,default
1761524,-0.99,-0.04,-0.13,2.62,4.70,0.12,default
1761532,-0.99,-0.03,-0.13,3.36,5.00,0.18,default
1761540,-0.99,-0.03,-0.12,3.72,4.39,0.18,default
1761548,-0.99,-0.03,-0.14,3.78,4.03,0.00,default
1761556,-0.99,-0.03,-0.14,3.91,4.03,-0.43,default
1761564,-0.99,-0.03,-0.13,4.09,4.03,-0.49,default
1761572,-1.02,-0.02,-0.17,4.52,2.93,0.24,default
1761580,-0.99,-0.05,-0.12,6.53,2.20,1.28,default
1761588,-0.99,-0.03,-0.13,4.82,3.30,-0.18,default
1761596,-0.99,-0.03,-0.12,4.64,2.87,0.24,default
1761604,-0.99,-0.03,-0.12,4.21,2.38,0.12,default
1761612,-0.99,-0.03,-0.13,4.33,2.26,0.24,default
1761620,-0.99,-0.03,-0.13,4.33,2.26,0.24,default
1761628,-1.00,-0.04,-0.12,4.03,2.26,-0.18,halfshot
1761636,-0.99,-0.03,-0.12,4.03,2.26,-0.18,halfshot
1761644,-0.99,-0.03,-0.12,2.62,1.95,-0.61,halfshot
1761652,-0.99,-0.03,-0.12,1.89,1.53,-0.55,halfshot
1761660,-0.99,-0.03,-0.13,0.92,1.22,-0.55,halfshot
1761668,-0.99,-0.03,-0.13,0.98,0.85,-0.31,halfshot
1761676,-0.99,-0.03,-0.13,0.85,0.61,-0.37,halfshot
1761684,-0.99,-0.03,-0.13,0.49,0.24,-0.55,halfshot
1761692,-0.99,-0.03,-0.13,-0.12,-0.18,-0.49,halfshot
1761700,-0.99,-0.03,-0.13,-0.61,-0.37,-0.73,halfshot
1761708,-0.99,-0.03,-0.13,-0.61,-0.37,-0.73,halfshot
1761716,-0.99,-0.02,-0.12,-1.04,-0.92,-0.85,halfshot
1761724,-0.99,-0.03,-0.12,-1.04,-0.92,-0.85,halfshot
1761732,-0.98,-0.03,-0.11,-0.61,-2.44,-1.28,halfshot
1761740,-0.99,-0.03,-0.12,1.89,-6.29,-3.42,halfshot
1761748,-0.99,-0.04,-0.15,3.48,-9.34,-4.88,halfshot
1761756,-0.98,-0.03,-0.19,2.38,-9.70,-4.82,halfshot
1761764,-0.99,-0.02,-0.16,-0.55,-10.38,-5.74,halfshot
1761772,-0.98,-0.02,-0.15,-3.23,-11.96,-9.89,halfshot
1761780,-0.98,0.02,-0.21,-2.32,-14.16,-9.16,halfshot
1761788,-1.02,-0.02,-0.16,0.00,-12.63,-3.54,halfshot
1761796,-1.01,-0.03,-0.17,-1.46,-8.61,-4.09,halfshot
1761804,-1.01,-0.03,-0.17,-2.50,-7.57,-6.71,halfshot
1761812,-1.01,-0.03,-0.18,-2.44,-9.52,-9.22,halfshot
1761820,-0.99,-0.03,-0.18,-2.44,-9.52,-9.22,halfshot
1761828,-0.85,-0.07,-0.24,-2.32,-12.33,-11.17,halfshot
1761836,-0.94,-0.09,-0.24,-2.32,-12.33,-11.17,halfshot
1761844,-1.01,-0.06,-0.23,-5.25,-24.41,-6.16,halfshot
1761852,-1.04,-0.04,-0.23,-6.65,-25.09,-9.28,halfshot
1761860,-1.04,-0.02,-0.23,-7.39,-20.87,-12.27,halfshot
1761868,-1.06,-0.04,-0.24,-7.26,-16.30,-11.78,halfshot
1761876,-1.08,-0.05,-0.24,-7.26,-11.66,-8.61,halfshot
1761884,-1.07,-0.01,-0.24,-8.30,-7.45,-5.00,halfshot
1761892,-1.08,-0.01,-0.22,-7.20,-4.82,-2.26,halfshot
1761900,-1.08,-0.01,-0.22,-6.47,-2.20,-1.46,halfshot
1761908,-1.07,0.00,-0.20,-6.23,0.43,-1.22,halfshot
1761916,-1.07,0.00,-0.20,-6.23,0.43,-1.22,halfshot
1761924,-1.04,-0.00,-0.20,-6.23,3.97,-0.67,halfshot
1761932,-1.02,0.01,-0.21,-6.23,3.97,-0.67,halfshot
1761940,-1.02,-0.00,-0.21,-5.25,3.91,0.12,halfshot
1761948,-1.04,0.00,-0.21,-4.39,2.69,1.22,halfshot
1761956,-1.06,-0.01,-0.21,-3.78,1.77,2.32,halfshot
1761964,-1.05,-0.00,-0.22,-3.23,1.83,1.53,halfshot
1761972,-1.01,-0.03,-0.25,-2.20,2.14,0.37,halfshot
1761980,-0.82,0.23,0.03,11.66,8.85,-7.57,halfshot
1761988,-1.05,0.02,-0.22,32.41,-9.58,-32.47,halfshot
1761996,-1.07,0.05,-0.32,15.32,-1.89,-38.39,halfshot
1762004,-1.07,0.05,-0.32,20.51,14.65,-35.58,halfshot
1762012,-1.12,-0.02,-0.20,19.53,25.51,-38.21,halfshot
1762020,-1.08,0.02,-0.21,0.00,0.00,ovf,halfshot
1762028,-1.02,0.07,-0.22,15.81,33.08,-40.59,halfshot
1762036,-1.03,0.03,-0.24,15.56,32.23,-36.74,halfshot
1762044,-1.12,-0.10,-0.44,10.25,26.92,-21.24,halfshot
1762052,-1.00,-0.20,-0.39,-3.97,26.55,5.07,halfshot
1762060,-0.94,-0.10,-0.31,-10.99,14.71,17.70,halfshot
1762068,-0.88,0.03,-0.23,-13.67,-5.55,22.52,halfshot
1762076,-0.91,0.08,-0.17,-10.62,-25.82,25.27,halfshot
1762084,-0.98,0.07,-0.14,-5.74,-40.16,24.96,halfshot
1762092,-1.02,0.04,-0.14,-1.59,-43.27,22.46,halfshot
1762100,-1.02,0.04,-0.14,0.73,-36.32,19.29,halfshot
1762108,-1.03,0.02,-0.21,1.83,-24.11,15.56,halfshot
1762116,-1.03,-0.00,-0.19,1.83,-24.11,15.56,halfshot
1762124,-1.03,-0.04,-0.23,1.83,-11.78,5.13,halfshot
1762132,-1.03,-0.07,-0.26,1.83,-11.78,5.13,halfshot
1762140,-1.05,-0.07,-0.30,-1.59,-1.16,-1.10,halfshot
1762148,-1.09,-0.07,-0.33,-3.11,-0.06,-6.16,halfshot
1762156,-1.12,-0.07,-0.32,-5.43,1.40,-9.40,halfshot
1762164,-1.12,-0.04,-0.31,-7.81,3.17,-9.77,halfshot
1762172,-1.13,-0.02,-0.29,-8.30,4.15,-7.69,halfshot
1762180,-1.15,-0.02,-0.28,-8.79,4.88,-5.74,halfshot
1762188,-1.14,-0.02,-0.27,-9.34,6.59,-4.15,halfshot
1762196,-1.12,-0.01,-0.28,-9.64,8.67,-2.38,halfshot
1762204,-1.12,-0.01,-0.28,-9.64,8.67,-2.38,halfshot
1762212,-1.09,0.00,-0.29,-10.44,10.25,-0.73,halfshot
1762220,-1.10,-0.01,-0.30,-10.44,10.25,-0.73,halfshot
1762228,-1.12,-0.02,-0.30,-11.29,8.48,-2.26,halfshot
1762236,-1.14,-0.02,-0.31,-12.21,6.71,-3.66,halfshot
1762244,-1.17,-0.03,-0.31,-13.55,6.65,-4.21,halfshot
1762252,-1.17,-0.01,-0.31,-15.69,8.54,-4.09,halfshot
1762260,-1.16,0.01,-0.28,-17.03,11.11,-2.62,halfshot
1762268,-1.13,0.02,-0.26,-17.70,12.39,0.43,halfshot
1762276,-1.09,0.02,-0.25,-18.01,11.90,4.27,halfshot
1762284,-1.07,0.01,-0.25,-18.37,9.70,7.57,halfshot
1762292,-1.05,-0.01,-0.24,-19.84,6.65,10.07,halfshot
1762300,-1.05,-0.01,0.00,-22.40,3.60,12.21,halfshot
1762308,-1.04,-0.01,-0.26,-24.84,1.40,14.34,halfshot
1762316,-1.04,-0.02,-0.25,-24.84,1.40,14.34,halfshot
1762324,-1.04,-0.01,-0.24,-27.47,-0.67,16.05,halfshot
1762332,-1.05,-0.01,-0.23,-29.05,-2.93,17.15,halfshot
1762340,-1.06,-0.01,-0.24,-29.91,-4.03,17.33,halfshot
1762348,-1.07,-0.02,-0.24,-31.01,-2.50,16.42,halfshot
1762356,-1.05,-0.02,-0.24,-32.78,0.61,14.95,halfshot
1762364,-1.02,-0.01,-0.25,-33.69,3.48,12.76,halfshot
1762372,-1.00,-0.00,-0.26,-34.30,5.00,10.44,halfshot
1762380,-0.99,-0.01,-0.25,-34.67,3.85,7.69,halfshot
1762388,-0.99,-0.01,-0.24,-35.10,0.85,3.91,halfshot
1762396,-0.99,-0.01,-0.24,-36.07,-1.83,0.85,halfshot
1762404,-0.99,-0.02,-0.25,-38.57,-2.99,0.06,halfshot
1762412,-0.99,-0.02,-0.25,-38.57,-2.99,0.06,halfshot
1762420,-1.02,-0.01,-0.24,-40.53,-3.36,3.42,halfshot
1762428,-1.02,0.00,-0.24,-40.53,-3.36,3.42,halfshot
1762436,-1.00,-0.00,-0.23,-40.89,-4.64,3.91,halfshot
1762444,-0.98,0.01,-0.22,-40.47,-5.92,2.93,halfshot
1762452,-0.96,0.03,-0.23,-39.98,-7.45,1.28,halfshot
1762460,-0.95,-0.01,-0.21,-38.02,-9.70,-2.38,halfshot
1762468,-0.95,-0.00,-0.22,-38.76,-10.44,-5.62,halfshot
1762476,-0.96,-0.00,-0.21,-40.22,-8.30,-7.57,halfshot
1762484,-0.95,0.01,-0.21,-42.36,-5.43,-7.63,halfshot
1762492,-0.97,0.00,-0.20,-44.13,-3.17,-5.62,halfshot
1762500,-0.97,0.00,-0.20,-44.13,-3.17,-5.62,halfshot
1762508,-0.98,0.00,-0.20,-46.57,2.69,-3.66,halfshot
1762516,-0.99,0.01,-0.18,-46.57,2.69,-3.66,halfshot
1762524,-0.98,0.02,-0.15,-47.42,5.98,-2.62,halfshot
1762532,-0.97,0.03,-0.14,-47.79,7.51,-0.06,halfshot
1762540,-0.95,0.04,-0.12,-46.94,8.67,2.75,halfshot
1762548,-0.93,0.04,-0.12,-46.45,10.68,5.13,halfshot
1762556,-0.93,0.02,-0.13,-45.90,12.94,6.71,halfshot
1762564,-0.94,0.01,-0.13,-45.17,15.38,6.90,halfshot
1762572,-0.92,0.01,-0.13,-44.07,18.43,6.47,halfshot
1762580,-0.90,-0.00,-0.12,-43.46,20.63,6.53,halfshot
1762588,-0.88,-0.01,-0.11,-42.91,20.45,6.41,halfshot
1762596,-0.88,-0.01,-0.11,-41.81,17.82,5.49,halfshot
1762604,-0.89,-0.03,-0.10,-41.38,15.63,3.66,halfshot
1762612,-0.90,-0.04,-0.11,-41.38,15.63,3.66,halfshot
1762620,-0.92,-0.04,-0.12,-41.32,16.17,-1.83,halfshot
1762628,-0.92,-0.03,-0.11,0.00,0.00,0.00,halfshot
1762636,-0.92,-0.02,-0.10,-41.75,21.61,-3.30,halfshot
1762644,-0.93,-0.01,-0.09,-41.93,23.19,-2.08,halfshot
1762652,-0.93,-0.01,-0.08,-42.24,23.80,-0.06,halfshot
1762660,-0.92,-0.00,-0.07,-42.36,24.35,1.34,halfshot
1762668,-0.92,-0.01,-0.04,-40.89,24.90,2.69,halfshot
1762676,-0.92,-0.01,-0.04,-39.61,25.76,2.26,halfshot
1762684,-0.92,-0.01,-0.03,-37.78,28.08,0.67,halfshot
1762692,-0.92,-0.01,-0.03,-35.58,31.56,-1.22,halfshot
1762700,-0.90,0.00,-0.04,-32.71,33.75,-2.87,halfshot
1762708,-0.90,0.00,-0.04,-32.71,33.75,-2.87,halfshot
1762716,-0.91,-0.01,-0.04,-29.24,35.58,-8.97,halfshot
1762724,-0.93,-0.02,-0.04,0.00,0.00,0.00,halfshot
1762732,-0.95,-0.04,-0.05,-25.45,37.29,-12.08,halfshot
1762740,-0.95,-0.06,-0.03,-25.02,40.04,-12.63,halfshot
1762748,-0.93,-0.05,-0.01,-25.82,41.87,-10.62,halfshot
1762756,-0.89,-0.03,-0.01,-26.67,40.89,-6.84,halfshot
1762764,-0.89,-0.03,-0.00,-26.86,37.05,-3.78,halfshot
1762772,-0.92,-0.04,0.01,-26.55,32.29,-3.17,halfshot
1762780,-0.94,-0.04,0.00,-26.61,29.30,-4.82,halfshot
1762788,-0.95,-0.04,0.01,-26.61,29.48,-6.29,halfshot
1762796,-0.95,-0.04,0.01,-27.04,31.68,-5.86,halfshot
1762804,-0.94,-0.03,0.03,-27.47,32.53,-4.09,halfshot
1762812,-0.93,-0.02,0.02,-27.47,32.53,-4.09,halfshot
1762820,-0.93,-0.02,0.03,-26.25,32.53,-2.20,halfshot
1762828,-0.93,-0.02,0.04,-24.72,31.74,-1.40,halfshot
1762836,-0.94,-0.03,0.04,-22.71,30.76,-2.69,halfshot
1762844,-0.95,-0.04,0.04,-20.51,30.64,-4.88,halfshot
1762852,-0.94,-0.03,0.05,-19.29,31.68,-6.84,halfshot
1762860,-0.94,-0.03,0.06,-18.86,32.71,-7.51,halfshot
1762868,-0.95,-0.02,0.07,-18.37,32.41,-6.96,halfshot
1762876,-0.95,-0.02,0.08,-17.52,31.43,-6.16,halfshot
1762884,-0.95,-0.01,0.09,-16.91,30.09,-5.13,halfshot
1762892,-0.95,-0.01,0.09,-15.69,27.89,-3.72,halfshot
1762900,-0.95,0.00,0.10,-13.98,26.49,-2.62,halfshot
1762908,-0.95,0.00,0.10,-13.98,26.49,-2.62,halfshot
1762916,-0.94,-0.01,0.11,-12.51,25.82,-3.78,halfshot
1762924,-0.94,-0.01,0.10,-12.51,25.82,-3.78,halfshot
1762932,-0.93,-0.01,0.11,-9.22,26.86,-4.33,halfshot
1762940,-0.92,-0.01,0.11,-8.30,27.28,-4.09,halfshot
1762948,-0.94,-0.02,0.11,-7.26,26.37,-3.72,halfshot
1762956,-0.94,-0.03,0.11,-6.84,25.27,-4.03,halfshot
1762964,-0.94,-0.03,0.11,-6.71,24.17,-4.39,halfshot
1762972,-0.95,-0.03,0.12,-6.41,22.58,-4.03,halfshot
1762980,-0.95,-0.02,0.13,-6.23,20.87,-3.66,halfshot
1762988,-0.96,-0.02,0.13,-6.10,19.29,-3.23,halfshot
1762996,-0.96,-0.02,0.13,-6.10,19.29,-3.23,halfshot
1763004,-0.96,-0.02,0.13,-5.62,18.49,-1.59,halfshot
1763012,-0.96,-0.01,0.13,-5.62,18.49,-1.59,halfshot
1763020,-0.96,-0.01,0.13,-4.94,18.74,-1.22,halfshot
1763028,-0.96,-0.01,0.13,-4.27,18.86,-1.16,halfshot
1763036,-0.96,-0.02,0.13,-2.93,18.25,-1.53,halfshot
1763044,-0.98,-0.03,0.13,-1.65,17.88,-2.38,halfshot
1763052,-0.97,-0.03,0.13,-0.67,18.49,-3.11,halfshot
1763060,-0.95,-0.03,0.13,-0.18,19.29,-2.93,halfshot
1763068,-0.96,-0.03,0.14,-0.12,18.86,-1.53,halfshot
1763076,-0.97,-0.04,0.13,-0.06,17.15,-0.61,halfshot
1763084,-0.97,-0.04,0.13,-0.24,15.93,-0.98,halfshot
1763092,-0.97,-0.04,0.13,-0.24,15.50,-1.40,halfshot
1763100,-0.97,-0.03,0.14,0.37,15.87,-1.10,halfshot
1763108,-0.95,-0.02,0.15,0.37,15.87,-1.10,halfshot
1763116,-0.95,-0.02,0.15,1.34,15.69,-0.98,halfshot
1763124,-0.97,-0.02,0.15,2.50,15.20,-1.95,halfshot
1763132,-0.98,-0.03,0.14,3.91,16.24,-3.91,halfshot
1763140,-0.99,-0.04,0.13,4.70,19.04,-5.74,halfshot
1763148,-0.99,-0.05,0.14,4.88,21.85,-6.41,halfshot
1763156,-0.98,-0.05,0.14,4.27,23.01,-5.62,halfshot
1763164,-0.97,-0.04,0.14,2.99,22.58,-4.15,halfshot
1763172,-0.96,-0.04,0.15,1.71,21.36,-2.26,halfshot
1763180,-0.96,-0.03,0.15,0.37,19.10,-0.61,halfshot
1763188,-0.96,-0.03,0.00,0.06,16.54,-0.06,halfshot
1763196,-0.97,-0.03,0.16,0.18,15.38,-0.67,halfshot
